Kernel,Class,F1-Score,Precision,Recall,k,lambda
SSK,0,0.7777777777777777,0.875,0.7,5.0,0.03
SSK,1,0.6956521739130435,0.6153846153846154,0.8,5.0,0.03
SSK,2,0.631578947368421,0.6666666666666666,0.6,5.0,0.03
SSK,0,0.8235294117647058,1.0,0.7,5.0,0.05
SSK,1,0.6666666666666666,0.6363636363636364,0.7,5.0,0.05
SSK,2,0.6363636363636365,0.5833333333333334,0.7,5.0,0.05
SSK,0,0.8235294117647058,1.0,0.7,5.0,0.07
SSK,1,0.6666666666666666,0.6363636363636364,0.7,5.0,0.07
SSK,2,0.6363636363636365,0.5833333333333334,0.7,5.0,0.07
SSK,0,0.8235294117647058,1.0,0.7,5.0,0.09
SSK,1,0.6666666666666666,0.6363636363636364,0.7,5.0,0.09
SSK,2,0.6363636363636365,0.5833333333333334,0.7,5.0,0.09
SSK,0,0.8235294117647058,1.0,0.7,5.0,0.1
SSK,1,0.6,0.6,0.6,5.0,0.1
SSK,2,0.6956521739130435,0.6153846153846154,0.8,5.0,0.1
SSK,0,0.8181818181818182,0.75,0.9,5.0,0.3
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.3
SSK,2,0.7368421052631577,0.7777777777777778,0.7,5.0,0.3
SSK,0,0.9,0.9,0.9,5.0,0.5
SSK,1,0.8000000000000002,0.8,0.8,5.0,0.5
SSK,2,0.8000000000000002,0.8,0.8,5.0,0.5
SSK,0,0.888888888888889,1.0,0.8,5.0,0.7
SSK,1,0.761904761904762,0.7272727272727273,0.8,5.0,0.7
SSK,2,0.8571428571428572,0.8181818181818182,0.9,5.0,0.7
WK,0,0.9523809523809523,0.9090909090909091,1.0,,
WK,1,0.9473684210526316,1.0,0.9,,
WK,2,1.0,1.0,1.0,,
NGK,0,1.0,1.0,1.0,5.0,
NGK,1,0.9523809523809523,0.9090909090909091,1.0,5.0,
NGK,2,0.9473684210526316,1.0,0.9,5.0,
SSK,0,0.8000000000000002,0.8,0.8,5.0,0.01
SSK,1,0.608695652173913,0.5384615384615384,0.7,5.0,0.01
SSK,2,0.7058823529411764,0.8571428571428571,0.6,5.0,0.01
SSK,0,0.761904761904762,0.7272727272727273,0.8,5.0,0.03
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.03
SSK,2,0.7,0.7,0.7,5.0,0.03
SSK,0,0.8000000000000002,0.8,0.8,5.0,0.05
SSK,1,0.588235294117647,0.7142857142857143,0.5,5.0,0.05
SSK,2,0.6956521739130435,0.6153846153846154,0.8,5.0,0.05
SSK,0,0.8181818181818182,0.75,0.9,5.0,0.07
SSK,1,0.5333333333333333,0.8,0.4,5.0,0.07
SSK,2,0.6956521739130435,0.6153846153846154,0.8,5.0,0.07
SSK,0,0.8571428571428572,0.8181818181818182,0.9,5.0,0.09
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.09
SSK,2,0.6,0.6,0.6,5.0,0.09
SSK,0,0.8000000000000002,0.8,0.8,5.0,0.1
SSK,1,0.5555555555555556,0.625,0.5,5.0,0.1
SSK,2,0.6363636363636365,0.5833333333333334,0.7,5.0,0.1
SSK,0,0.761904761904762,0.7272727272727273,0.8,5.0,0.3
SSK,1,0.6666666666666665,0.75,0.6,5.0,0.3
SSK,2,0.761904761904762,0.7272727272727273,0.8,5.0,0.3
SSK,0,0.7777777777777777,0.875,0.7,5.0,0.5
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.5
SSK,2,0.6956521739130435,0.6153846153846154,0.8,5.0,0.5
SSK,0,0.9,0.9,0.9,5.0,0.7
SSK,1,0.7,0.7,0.7,5.0,0.7
SSK,2,0.8000000000000002,0.8,0.8,5.0,0.7
WK,0,1.0,1.0,1.0,,
WK,1,0.9523809523809523,0.9090909090909091,1.0,,
WK,2,0.9473684210526316,1.0,0.9,,
NGK,0,1.0,1.0,1.0,5.0,
NGK,1,0.9090909090909091,0.8333333333333334,1.0,5.0,
NGK,2,0.888888888888889,1.0,0.8,5.0,
SSK,0,0.761904761904762,0.7272727272727273,0.8,5.0,0.01
SSK,1,0.4615384615384615,0.375,0.6,5.0,0.01
SSK,2,0.30769230769230765,0.6666666666666666,0.2,5.0,0.01
SSK,0,0.7272727272727272,0.6666666666666666,0.8,5.0,0.03
SSK,1,0.608695652173913,0.5384615384615384,0.7,5.0,0.03
SSK,2,0.5333333333333333,0.8,0.4,5.0,0.03
SSK,0,0.8571428571428572,0.8181818181818182,0.9,5.0,0.05
SSK,1,0.761904761904762,0.7272727272727273,0.8,5.0,0.05
SSK,2,0.7777777777777777,0.875,0.7,5.0,0.05
SSK,0,0.8571428571428572,0.8181818181818182,0.9,5.0,0.07
SSK,1,0.7272727272727272,0.6666666666666666,0.8,5.0,0.07
SSK,2,0.7058823529411764,0.8571428571428571,0.6,5.0,0.07
SSK,0,0.8695652173913044,0.7692307692307693,1.0,5.0,0.09
SSK,1,0.6666666666666666,0.6363636363636364,0.7,5.0,0.09
SSK,2,0.5,0.6666666666666666,0.4,5.0,0.09
SSK,0,0.8695652173913044,0.7692307692307693,1.0,5.0,0.1
SSK,1,0.761904761904762,0.7272727272727273,0.8,5.0,0.1
SSK,2,0.625,0.8333333333333334,0.5,5.0,0.1
SSK,0,0.8695652173913044,0.7692307692307693,1.0,5.0,0.3
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.3
SSK,2,0.6666666666666665,0.75,0.6,5.0,0.3
SSK,0,0.8571428571428572,0.8181818181818182,0.9,5.0,0.5
SSK,1,0.761904761904762,0.7272727272727273,0.8,5.0,0.5
SSK,2,0.7777777777777777,0.875,0.7,5.0,0.5
SSK,0,0.9,0.9,0.9,5.0,0.7
SSK,1,0.8000000000000002,0.8,0.8,5.0,0.7
SSK,2,0.8000000000000002,0.8,0.8,5.0,0.7
WK,0,0.9473684210526316,1.0,0.9,,
WK,1,0.9,0.9,0.9,,
WK,2,0.9523809523809523,0.9090909090909091,1.0,,
NGK,0,0.9473684210526316,1.0,0.9,5.0,
NGK,1,0.9523809523809523,0.9090909090909091,1.0,5.0,
NGK,2,1.0,1.0,1.0,5.0,
SSK,0,0.6956521739130435,0.6153846153846154,0.8,5.0,0.01
SSK,1,0.45454545454545453,0.4166666666666667,0.5,5.0,0.01
SSK,2,0.4,0.6,0.3,5.0,0.01
SSK,0,0.7272727272727272,0.6666666666666666,0.8,5.0,0.03
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.03
SSK,2,0.5263157894736842,0.5555555555555556,0.5,5.0,0.03
SSK,0,0.761904761904762,0.7272727272727273,0.8,5.0,0.05
SSK,1,0.631578947368421,0.6666666666666666,0.6,5.0,0.05
SSK,2,0.6,0.6,0.6,5.0,0.05
SSK,0,0.7272727272727272,0.6666666666666666,0.8,5.0,0.07
SSK,1,0.8235294117647058,1.0,0.7,5.0,0.07
SSK,2,0.6666666666666666,0.6363636363636364,0.7,5.0,0.07
SSK,0,0.6666666666666666,0.5714285714285714,0.8,5.0,0.09
SSK,1,0.7777777777777777,0.875,0.7,5.0,0.09
SSK,2,0.5555555555555556,0.625,0.5,5.0,0.09
SSK,0,0.8181818181818182,0.75,0.9,5.0,0.1
SSK,1,0.7368421052631577,0.7777777777777778,0.7,5.0,0.1
SSK,2,0.631578947368421,0.6666666666666666,0.6,5.0,0.1
SSK,0,0.8000000000000002,0.8,0.8,5.0,0.3
SSK,1,0.7272727272727272,0.6666666666666666,0.8,5.0,0.3
SSK,2,0.5555555555555556,0.625,0.5,5.0,0.3
SSK,0,0.7,0.7,0.7,5.0,0.5
SSK,1,0.7,0.7,0.7,5.0,0.5
SSK,2,0.7,0.7,0.7,5.0,0.5
SSK,0,0.7,0.7,0.7,5.0,0.7
SSK,1,0.8571428571428572,0.8181818181818182,0.9,5.0,0.7
SSK,2,0.8421052631578948,0.8888888888888888,0.8,5.0,0.7
