Kernel,Class,F1-Score,Precision,Recall,k,lambda
WK,1,0.9302325581395349,0.8695652173913043,1.0,,
WK,2,0.9743589743589743,1.0,0.95,,
WK,3,1.0,1.0,1.0,,
NGK,0,0.9473684210526316,1.0,0.9,5.0,
NGK,1,0.9302325581395349,0.8695652173913043,1.0,5.0,
NGK,2,0.9743589743589743,1.0,0.95,5.0,
NGK,3,1.0,1.0,1.0,5.0,
SSK,0,0.4590163934426229,0.34146341463414637,0.7,5.0,0.01
SSK,1,0.0,0.0,0.0,5.0,0.01
SSK,2,0.21428571428571425,0.375,0.15,5.0,0.01
SSK,3,0.39215686274509803,0.3225806451612903,0.5,5.0,0.01
SSK,0,0.4590163934426229,0.34146341463414637,0.7,5.0,0.03
SSK,1,0.0,0.0,0.0,5.0,0.03
SSK,2,0.21428571428571425,0.375,0.15,5.0,0.03
SSK,3,0.39215686274509803,0.3225806451612903,0.5,5.0,0.03
SSK,0,0.5581395348837209,0.5217391304347826,0.6,5.0,0.05
SSK,1,0.3243243243243243,0.35294117647058826,0.3,5.0,0.05
SSK,2,0.26666666666666666,0.4,0.2,5.0,0.05
SSK,3,0.36000000000000004,0.3,0.45,5.0,0.05
SSK,0,0.6285714285714286,0.7333333333333333,0.55,5.0,0.07
SSK,1,0.4444444444444445,0.4,0.5,5.0,0.07
SSK,2,0.26666666666666666,0.4,0.2,5.0,0.07
SSK,3,0.36000000000000004,0.3,0.45,5.0,0.07
SSK,0,0.6470588235294117,0.7857142857142857,0.55,5.0,0.09
SSK,1,0.45454545454545453,0.4166666666666667,0.5,5.0,0.09
SSK,2,0.25806451612903225,0.36363636363636365,0.2,5.0,0.09
SSK,3,0.3529411764705882,0.2903225806451613,0.45,5.0,0.09
SSK,0,0.625,0.8333333333333334,0.5,5.0,0.1
SSK,1,0.47826086956521735,0.4230769230769231,0.55,5.0,0.1
SSK,2,0.25806451612903225,0.36363636363636365,0.2,5.0,0.1
SSK,3,0.3529411764705882,0.2903225806451613,0.45,5.0,0.1
SSK,0,0.6666666666666667,0.8461538461538461,0.55,5.0,0.3
SSK,1,0.5581395348837209,0.5217391304347826,0.6,5.0,0.3
SSK,2,0.7,0.7,0.7,5.0,0.3
SSK,3,0.5454545454545454,0.5,0.6,5.0,0.3
SSK,0,0.787878787878788,1.0,0.65,5.0,0.5
SSK,1,0.6829268292682926,0.6666666666666666,0.7,5.0,0.5
SSK,2,0.8780487804878048,0.8571428571428571,0.9,5.0,0.5
SSK,3,0.7555555555555556,0.68,0.85,5.0,0.5
SSK,0,0.8571428571428571,1.0,0.75,5.0,0.7
SSK,1,0.8636363636363635,0.7916666666666666,0.95,5.0,0.7
SSK,2,0.9523809523809523,0.9090909090909091,1.0,5.0,0.7
SSK,3,0.8717948717948718,0.8947368421052632,0.85,5.0,0.7
WK,0,0.9743589743589743,1.0,0.95,,
WK,1,0.9523809523809523,0.9090909090909091,1.0,,
WK,2,0.9500000000000001,0.95,0.95,,
WK,3,0.9743589743589743,1.0,0.95,,
NGK,0,0.9743589743589743,1.0,0.95,5.0,
NGK,1,0.9523809523809523,0.9090909090909091,1.0,5.0,
NGK,2,0.9500000000000001,0.95,0.95,5.0,
NGK,3,0.9743589743589743,1.0,0.95,5.0,
SSK,0,0.9743589743589743,1.0,0.95,5.0,0.8
SSK,1,0.8205128205128205,0.8421052631578947,0.8,5.0,0.8
SSK,2,0.8181818181818182,0.75,0.9,5.0,0.8
SSK,3,0.8947368421052632,0.9444444444444444,0.85,5.0,0.8
SSK,0,0.9743589743589743,1.0,0.95,5.0,0.9
SSK,1,0.8205128205128205,0.8421052631578947,0.8,5.0,0.9
SSK,2,0.7906976744186046,0.7391304347826086,0.85,5.0,0.9
SSK,3,0.8717948717948718,0.8947368421052632,0.85,5.0,0.9
WK,0,0.975609756097561,0.9523809523809523,1.0,,
WK,1,0.9743589743589743,1.0,0.95,,
WK,2,1.0,1.0,1.0,,
WK,3,1.0,1.0,1.0,,
NGK,0,0.975609756097561,0.9523809523809523,1.0,5.0,
NGK,1,0.9743589743589743,1.0,0.95,5.0,
NGK,2,0.9743589743589743,1.0,0.95,5.0,
NGK,3,0.975609756097561,0.9523809523809523,1.0,5.0,
SSK,0,0.9090909090909091,0.8333333333333334,1.0,5.0,0.8
SSK,1,0.9473684210526316,1.0,0.9,5.0,0.8
SSK,2,0.9473684210526316,1.0,0.9,5.0,0.8
SSK,3,0.9500000000000001,0.95,0.95,5.0,0.8
SSK,0,0.9268292682926829,0.9047619047619048,0.95,5.0,0.9
SSK,1,0.8205128205128205,0.8421052631578947,0.8,5.0,0.9
SSK,2,0.7368421052631577,0.7777777777777778,0.7,5.0,0.9
SSK,3,0.9047619047619048,0.8636363636363636,0.95,5.0,0.9
WK,0,0.9473684210526316,1.0,0.9,,
WK,1,0.9268292682926829,0.9047619047619048,0.95,,
WK,2,0.9500000000000001,0.95,0.95,,
WK,3,0.975609756097561,0.9523809523809523,1.0,,
NGK,0,0.9473684210526316,1.0,0.9,5.0,
NGK,1,0.9302325581395349,0.8695652173913043,1.0,5.0,
NGK,2,0.9473684210526316,1.0,0.9,5.0,
NGK,3,0.975609756097561,0.9523809523809523,1.0,5.0,
SSK,0,0.8205128205128205,0.8421052631578947,0.8,5.0,0.8
SSK,1,0.8000000000000002,0.8,0.8,5.0,0.8
SSK,2,0.7894736842105262,0.8333333333333334,0.75,5.0,0.8
SSK,3,0.8837209302325583,0.8260869565217391,0.95,5.0,0.8
SSK,0,0.7894736842105262,0.8333333333333334,0.75,5.0,0.9
SSK,1,0.6829268292682926,0.6666666666666666,0.7,5.0,0.9
SSK,2,0.7692307692307692,0.7894736842105263,0.75,5.0,0.9
SSK,3,0.8095238095238095,0.7727272727272727,0.85,5.0,0.9
